id,almacen,referencia,cod_barra,producto,categoria,precio_venta,cantidad,proveedor
1355,Local 1,7702026148515,7702026148515,familia expert x 1,aseo,2800,875,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1356,Local 1,7702026154967,7702026154967,Familia Expert x4 Rollos,aseo,13000,992,DISTRIMARIO SAS
1357,Local 1,7702026148348,7702026148348,familia familiar x 1,aseo,1600,89,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1358,Local 1,7702026148355,7702026148355,Familia Familiar x4,aseo,7000,30,DISTRIMARIO SAS
1359,Local 1,7702026163365,7702026163365,familia fliar x26m,aseo,1600,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1360,Local 1,7702026161002,7702026161002,Familia green,aseo,2100,25,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1361,Local 1,7702026152604,7702026152604,familia green x 1,aseo,2000,31,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1362,Local 1,7702026188528,7702026188528,familia practi -diarias x 50 toallas,aseo,2800,2,MD DISTRIBUCIONES
1363,Local 1,7702026148331,7702026148331,Familia x 12 A colchamax,aseo,26500,0,DISTRIMARIO SAS
1364,Local 1,7702026155612,7702026155612,familia xl x 12 rollos,aseo,17700,5,DISTRIMARIO SAS
1365,Local 1,124587,125478,Family coffe 250gr,CATEGORIA ESTANDAR,13500,5,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1366,Local 1,7707096622880,7707096622880,Farina canela,abarrotes,4000,48,DISTRIALDANA .
1367,Local 1,7707096683621,7707096683621,Farina leche condensada,abarrotes,4000,48,DISTRIALDANA .
1368,Local 1,7707096684123,7707096684123,Farina natural,abarrotes,4000,47,DISTRIALDANA .
1369,Local 1,7707096655789,7707096655789,Farina vainilla,abarrotes,4000,48,DISTRIALDANA .
1370,Local 1,7702230663279,7702230663279,fassi lava losa manzanilla poder 450 gr,aseo,6000,49,DISTRIMARIO SAS
1371,Local 1,7702230662272,7702230662272,fassi lavalosa oxipoder,aseo,6000,50,DISTRIMARIO SAS
1372,Local 1,7702088209698,7702088209698,fassi lavalosa vinagre-bicarbonato 450 gr,aseo,6000,49,DISTRIMARIO SAS
1373,Local 1,60,60,fecula r-p x lb,abarrotes,3500,916,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1374,Local 1,7708921830371,7708921830371,felini integral x 10 unidades,abarrotes,3200,43,FELINI DISTRIBUCIONES
1375,Local 1,7708921830326,7708921830326,felini mantequilla x 10 unidades,CATEGORIA ESTANDAR,3200,4,FELINI DISTRIBUCIONES
1376,Local 1,7708921830395,7708921830395,felini suizas,abarrotes,1800,6,FELINI DISTRIBUCIONES
1377,Local 1,7708921830302,7708921830302,felini x 12 unidades,abarrotes,3400,86,GERDY DISTRIBUCIONES
1378,Local 1,7501072209818,7501072209818,Felix 85g,CATEGORIA ESTANDAR,3000,47,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1379,Local 1,7501072219695,7501072219695,felix comida humeda MeCamix 85g,CATEGORIA ESTANDAR,3000,10,PROGRESAR NESTLE
1380,Local 1,7702025142026,7702025142026,Festival  Recreo 12 paquetes x6,autoservicio servitodo thaliana,16200,2,GERDY DISTRIBUCIONES
1381,Local 1,7702025136773,7702025136773,Festival fresa x und,dulceria,1500,40,COLOMBINA DISTRIBUCIONES
1382,Local 1,7702025146178,7702025146178,Festival minichips x12,CATEGORIA ESTANDAR,18400,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1383,Local 1,7702025142033,7702025142033,Festival recreo,dulceria,1500,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1384,Local 1,7702025182169,7702025182169,festival sabor a chocolate x 600 g,dulceria,16300,98,GERDY DISTRIBUCIONES
1385,Local 1,7702025182145,7702025182145,festival sabor a fresa x 600 ml,CATEGORIA ESTANDAR,16000,0,GERDY DISTRIBUCIONES
1386,Local 1,7702025182176,7702025182176,festival sabor a limon x 600 ml,CATEGORIA ESTANDAR,17000,10,GERDY DISTRIBUCIONES
1387,Local 1,7702025136735,7702025136735,Festival vainilla por und,dulceria,1500,90,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1388,Local 1,7702025182152,7702025182152,festival vainilla x 600 g,CATEGORIA ESTANDAR,15500,1,GERDY DISTRIBUCIONES
1389,Local 1,7702020111638,7702020111638,fideos la muñeca x 200 g,abarrotes,1500,998,DISTRIMARIO SAS
1390,Local 1,65,65,Filpo adultos rp x 1 kl,abarrotes,4000,85,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1391,Local 1,7702175157253,7702175157253,finas hierbas el rey x 15 g,abarrotes,2600,48,DISTRIALDANA .
1392,Local 1,112,112,finas hiervas la negra,abarrotes,1000,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1393,Local 1,7702535034477,7702535034477,Flashlyte uva,bebidas,6800,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1394,Local 1,785412,785412,flor de jamaica,abarrotes,2000,81,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1395,Local 1,7702560042416,7702560042416,fluo carden triple accion x 36 g,aseo,3000,3,MD DISTRIBUCIONES
1396,Local 1,7702560043857,7702560043857,fluo cardent crema para niñas x 96 g,aseo,11000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1397,Local 1,7702560043840,7702560043840,fluo cardent crema para niños x 96 g,aseo,11000,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1398,Local 1,7702560050008,7702560050008,fluo cardent max x 50 ml + prom 22 ml,aseo,3700,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1399,Local 1,7702560041792,7702560041792,fluo cardent triple accion max -crema+cepillo x 50 ml,aseo,4400,9,DISTRIMARIO SAS
1400,Local 1,7702560042010,7702560042010,fluo cardent triple accion max- x 50 ml,aseo,4200,5,DISTRIMARIO SAS
1401,Local 1,7891150086722,7891150086722,fortident cuatriaccion blanqueadora x 76 g,aseo,3500,47,DISTRIMARIO SAS
1402,Local 1,7891150083899,7891150083899,fortident cuatriaccion total protect x 76 g,aseo,3500,2,UNIMASIVOS .
1403,Local 1,7703252002718,7703252002718,Fosforos bengala x2,CATEGORIA ESTANDAR,3000,97,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1404,Local 1,7707015503054,7707015503054,fosforos el sol,abarrotes,3000,98,PLASTICO SURCOLOMBIANO
1405,Local 1,1047852,01479865,Fosforos grandes,abarrotes,1500,73,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1406,Local 1,283,283,Fosforos pequeños el sol,abarrotes,500,36,DISTRIVENTAS DEL HUILA
1407,Local 1,7708146541748,7708146541748,frasco achiras premium x 200 gr acacias,abarrotes,17600,106,FELINI DISTRIBUCIONES
1408,Local 1,7707124900317,7707124900317,Fresco de avena fresa,abarrotes,4000,47,DISTRIALDANA .
1409,Local 1,7707124900300,7707124900300,Fresco de avena vainilla,abarrotes,4000,47,DISTRIALDANA .
1410,Local 1,6950225101850,6950225101850,Fresh mini xylitol crema dental natural x120g,CATEGORIA ESTANDAR,30000,7,DISTRIALDANA .
1411,Local 1,7707337870971,7707337870971,frijol calima grano grande x 454 g,abarrotes,5000,882,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1412,Local 1,457812,457812,Frijol reempacado,CATEGORIA ESTANDAR,5000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1413,Local 1,7706649443781,7706649443781,Fritura,autoservicio servitodo thaliana,45000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1414,Local 1,7706649262320,7706649262320,fritura x 1000 g,abarrotes,16000,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1415,Local 1,7706649065945,7706649065945,fritura x 2000 g,abarrotes,31900,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1416,Local 1,7702103131775,7702103131775,Froot loops 30gr,dulceria,1800,90,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1417,Local 1,7702047041512,7702047041512,Fruco BBQ El sabor de Colombia 120g,autoservicio servitodo thaliana,3000,106,UNIMASIVOS .
1418,Local 1,7702047041284,7702047041284,fruco mayonesa x 120 g,abarrotes,2700,5,UNIMASIVOS .
1419,Local 1,7702047041260,7702047041260,fruco mayonesa x 80 g,abarrotes,2300,12,DISTRIMARIO SAS
1420,Local 1,7702047021934,7702047021934,FRUCO MOSTAZA,abarrotes,8500,99,UNIMASIVOS .
1421,Local 1,7702047041277,7702047041277,fruco salsa BBQ toque aumado x 80 g,abarrotes,2600,47,DISTRIMARIO SAS
1422,Local 1,7702047001769,7702047001769,fruco salsa china x 150 ml,abarrotes,8000,1,UNIMASIVOS .
1423,Local 1,7702047041246,7702047041246,fruco salsa con mostaza x 80 g,abarrotes,2600,8,DISTRIMARIO SAS
1424,Local 1,7702047038758,7702047038758,fruco salsa de mayonesa x 190,abarrotes,6500,6,UNIMASIVOS .
1425,Local 1,7702047001851,7702047001851,fruco salsa de soya x 154 ml,abarrotes,7600,2,UNIMASIVOS .
1426,Local 1,7702047041291,7702047041291,fruco salsa de tomate x 120 g,abarrotes,2900,14,UNIMASIVOS .
1427,Local 1,7702047038765,7702047038765,fruco salsa de tomate x 190 g,abarrotes,7500,101,UNIMASIVOS .
1428,Local 1,7702047005330,7702047005330,fruco salsa de tomate x 400 g,abarrotes,12000,101,UNIMASIVOS .
1429,Local 1,7702047041253,7702047041253,fruco salsa de tomate x 80 g,abarrotes,2300,12,UNIMASIVOS .
1430,Local 1,7702047040652,7702047040652,FRUKO BBQ 180G,CATEGORIA ESTANDAR,8900,10,UNIMASIVOS .
1431,Local 1,256,256,fruna x unidad,dulceria,600,72,GLOFER DISTRIBUCIONES
1432,Local 1,7702174888233,7702174888233,Frunas aros,CATEGORIA ESTANDAR,2200,5,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1433,Local 1,7489651,12357896,Frunas por und,dulceria,600,84,COLOMBINA DISTRIBUCIONES
1434,Local 1,7702174906487,7702174906487,Frunas Rellenas,CATEGORIA ESTANDAR,14000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1435,Local 1,7845656,4612545,Frunas rellenas x und,dulceria,200,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1436,Local 1,7702174087582,7702174087582,Frunas x26,dulceria,13900,12,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1437,Local 1,83,83,fruta cristalizada,abarrotes,1000,8,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1438,Local 1,91,91,fruta cristalizada,abarrotes,2000,5,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1439,Local 1,7702011009722,7702011009722,Fruticas love candy x100,dulceria,12500,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1440,Local 1,4165,7415,Fruticas love x und,dulceria,200,1000,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1441,Local 1,7702011001726,7702011001726,Fruticas x100,dulceria,12500,98,COLOMBINA DISTRIBUCIONES
1442,Local 1,7702354955960,7702354955960,frutiño sabor a corozo x 10 g,abarrotes,1000,15,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1443,Local 1,7702354957995,7702354957995,frutiño sabor a durazno x 10 g,abarrotes,800,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1444,Local 1,7702354955984,7702354955984,frutiño sabor a fresa sandia x 10 g,abarrotes,1000,10,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1445,Local 1,7702354955830,7702354955830,frutiño sabor a fresa x 10 g,abarrotes,800,9,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1446,Local 1,7702354955946,7702354955946,frutiño sabor a frutos rojos x 10 g,abarrotes,1000,14,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1447,Local 1,7702354957988,7702354957988,frutiño sabor a guanabana x 10 g,abarrotes,1000,8,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1448,Local 1,7702354955908,7702354955908,frutiño sabor a limonada  x 10 g,abarrotes,1000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1449,Local 1,7702354955922,7702354955922,frutiño sabor a lulo x 10 g,abarrotes,1000,8,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1450,Local 1,7702354955915,7702354955915,frutiño sabor a mango de azucar x 10 g,abarrotes,1000,21,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1451,Local 1,7702354958404,7702354958404,frutiño sabor a maracu  mango x 10 g,abarrotes,1000,15,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1452,Local 1,7702354955977,7702354955977,frutiño sabor a maracupiña x 10 g,abarrotes,1000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1453,Local 1,7702354955878,7702354955878,frutiño sabor a maracuya x 10 g,CATEGORIA ESTANDAR,1000,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1454,Local 1,7702354955892,7702354955892,frutiño sabor a mora dulce x 10 g,abarrotes,1000,12,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1455,Local 1,7702354955861,7702354955861,frutiño sabor a naranja x 10 g,abarrotes,1000,992,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1456,Local 1,7702354955939,7702354955939,frutiño sabor a piña x 10 g,abarrotes,1000,11,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1457,Local 1,7702354955847,7702354955847,frutiño sabor a salpicon x 10 g,abarrotes,1000,103,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1458,Local 1,7702354955991,7702354955991,frutiño sabor a tamarindo x 10 g,abarrotes,1000,21,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1459,Local 1,7702354955953,7702354955953,frutiño sabor panela limon x 10 g,abarrotes,1000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1460,Local 1,7702354960353,7702354960353,Frutiño Sabor Salpicon de frutos amarillos,autoservicio servitodo thaliana,1000,14,DISTRIMARIO SAS
1461,Local 1,7702354955885,7702354955885,Frutiño uva,CATEGORIA ESTANDAR,1000,0,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1462,Local 1,7707322312608,7707322312608,frutti anillos x 145 g,abarrotes,3500,8,COMESTIBLES LABOYANA
1463,Local 1,7707332233351,7707332233351,frutti anillos x 240 g,abarrotes,5200,96,COMESTIBLES LABOYANA
1464,Local 1,7707332234433,7707332234433,frutti anillos x 480 g,abarrotes,9200,16,COMESTIBLES LABOYANA
1465,Local 1,7707332231258,7707332231258,frutti bolitas x 145 g,abarrotes,3500,10,COMESTIBLES LABOYANA
1466,Local 1,7707332281109,7707332281109,frutti bolitas x 240 g,abarrotes,5200,13,COMESTIBLES LABOYANA
1467,Local 1,7707332234426,7701332834426,frutti bolitas x 480 g,abarrotes,9200,26,COMESTIBLES LABOYANA
1468,Local 1,14789,14789,Fruver,CATEGORIA ESTANDAR,0,1854,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1469,Local 1,7702914597999,7702914597999,Gala *5,dulceria,11500,22,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1470,Local 1,7702914597951,7702914597951,gala sabor a chocolate x 60 g,dulceria,2400,95,RAMO .
1471,Local 1,7702914597968,7702914597968,gala sabor a coco x 60 g,dulceria,2400,92,RAMO .
1472,Local 1,7702914597982,7702914597982,gala sabor a vainilla x 60 g,dulceria,2400,72,RAMO .
1473,Local 1,7702914597975,7702914597975,gala sabor natural x 60 g,dulceria,2400,93,RAMO .
1474,Local 1,7702011205179,7702011205179,Galleta Brinky limon x12 Paquetes,autoservicio servitodo thaliana,10000,49,COLOMBINA DISTRIBUCIONES
1475,Local 1,7702011269966,7702011269966,GALLETA BRINKY LIMON X6,autoservicio servitodo thaliana,1300,20,ALPINA .
1476,Local 1,7622201764432,7622201764432,galleta chips ahoy x 37 gr,dulceria,2200,7,ALVARO MUÑOZ
1477,Local 1,7702025139897,7702025139897,galleta ducales x  2 tacos,abarrotes,6300,77,GERDY DISTRIBUCIONES
1478,Local 1,7702025136759,7702025136759,galleta festival chocolate 50 gr,autoservicio servitodo thaliana,1600,93,BIMBO DISTRIVENTAS DEL SUR
1479,Local 1,7702025103867,7702025103867,GALLETA FESTIVAL FRESA X12,CATEGORIA ESTANDAR,12700,99,GERDY DISTRIBUCIONES
1480,Local 1,7702025136797,7702025136797,Galleta Festival Limon,dulceria,1600,39,COLOMBINA DISTRIBUCIONES
1481,Local 1,7702025103829,7702025103829,Galleta Festival Limon x 12 paq x 4 galletas,dulceria,13000,9,GERDY DISTRIBUCIONES
1482,Local 1,7702025103744,7702025103744,GALLETA FESTIVAL VAINILLA X12,CATEGORIA ESTANDAR,13000,1,GERDY DISTRIBUCIONES
1483,Local 1,7702025103904,7702025103904,GALLETA FESTIVAL X12,CATEGORIA ESTANDAR,13000,0,GERDY DISTRIBUCIONES
1484,Local 1,7816556,45146545,Galleta girasol caserita,dulceria,500,97,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1485,Local 1,7702117001941,7702117001941,galleta hiper  wafers arequipe x 8 und,CATEGORIA ESTANDAR,6900,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1486,Local 1,7702117002641,7702117002641,galleta hiper lonchera fresa x 12 und,CATEGORIA ESTANDAR,6300,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1487,Local 1,7702117001866,7702117001866,galleta hiper wafer fresa x 8 und,CATEGORIA ESTANDAR,6900,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1488,Local 1,7702117001774,7702117001774,galleta hiper wafers vainilla x 8 und,CATEGORIA ESTANDAR,6900,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
1489,Local 1,7702024662341,7702024662341,Galleta milo *28,CATEGORIA ESTANDAR,18000,0,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1490,Local 1,7702024064473,7702024064473,galleta milo 48.7 gr,dulceria,1600,31,PROGRESAR NESTLE
1491,Local 1,7707290713810,7707290713810,Galleta navideña Caseritas,CATEGORIA ESTANDAR,8000,11,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1492,Local 1,7702025118311,7702025118311,Galleta Noel Tipo leche x21 Paq.,autoservicio servitodo thaliana,10200,99,GERDY DISTRIBUCIONES
1493,Local 1,7702011200877,7702011200877,GALLETA NUCITA,abarrotes,900,6,COLOMBINA DISTRIBUCIONES
1494,Local 1,7622202809019,7622202809019,Galleta Oreo Golden fresa x6paq,dulceria,10000,10,COLOMBINA DISTRIBUCIONES
1495,Local 1,7702133009013,7702133009013,galleta oreo regular x 6 unidades,dulceria,9500,6,GUADALUPE ARDICOLL
1496,Local 1,7622201693213,7622201693213,galleta oreo tuvo x 108 g,dulceria,3500,983,GUADALUPE ARDICOLL
1497,Local 1,7590011251100,7590011251100,galleta oreo x35 gr,CATEGORIA ESTANDAR,1500,76,GUADALUPE ARDICOLL
1498,Local 1,7702189027818,7702189027818,Galleta Quaker FLOTADAS Sabor a chocolate 34g,autoservicio servitodo thaliana,1700,6,COLOMBINA DISTRIBUCIONES
1499,Local 1,7622202232732,7622202232732,Galleta Ritz,dulceria,2000,115,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1500,Local 1,7622201390112,7622201390112,Galleta Ritz tubo,autoservicio servitodo thaliana,2000,3,BIMBO DISTRIVENTAS DEL SUR
1501,Local 1,7622201389888,7622201389888,Galleta Ritz x6,dulceria,9300,101,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1502,Local 1,7702025123773,7702025123773,Galleta Saltin 4 tacos,autoservicio servitodo thaliana,10500,98,GERDY DISTRIBUCIONES
1503,Local 1,7702025125173,7702025125173,galleta saltin noel x 4 tacos,abarrotes,7600,78,GERDY DISTRIBUCIONES
1504,Local 1,7702025188307,7702025188307,galleta saltin x 2 tacos,abarrotes,5300,96,GERDY DISTRIBUCIONES
1505,Local 1,7702025150830,7702025150830,galleta saltin x 8 tacos,abarrotes,12300,102,GERDY DISTRIBUCIONES
1506,Local 1,7702011005397,7702011005397,galleta wafer nucita x 160 g,dulceria,6500,99,COLOMBINA DISTRIBUCIONES
1507,Local 1,7702011271488,7702011271488,galletas bridge wafer ron con pasas x 300 g,CATEGORIA ESTANDAR,8200,9,COLOMBINA DISTRIBUCIONES
1508,Local 1,7702011205063,7702011205063,Galletas brinky Fresa 12 Paq x4,dulceria,10000,8,COLOMBINA DISTRIBUCIONES
1509,Local 1,7702024636090,7702024636090,galletas cocosette x12 paq,autoservicio servitodo thaliana,18000,103,PROGRESAR NESTLE
1510,Local 1,7702189039484,7702189039484,Galletas de navidad mantequilla x180g,autoservicio servitodo thaliana,4200,13,COLOMBINA DISTRIBUCIONES
1511,Local 1,7702117018772,7702117018772,galletas de navidad x 160 gr,dulceria,5500,10,BIMBO DISTRIVENTAS DEL SUR
1512,Local 1,7702025149520,7702025149520,galletas ducales  x 5 tacos,abarrotes,13000,97,GERDY DISTRIBUCIONES
1513,Local 1,7702025137787,7702025137787,galletas ducales provocacion,CATEGORIA ESTANDAR,1700,8,COLOMBINA DISTRIBUCIONES
1514,Local 1,7702025150977,7702025150977,galletas ducales x 1 taco,abarrotes,3200,900,GERDY DISTRIBUCIONES
1515,Local 1,7702025147915,7702025147915,galletas ducales x 3 tacos,abarrotes,9600,0,GLOFER DISTRIBUCIONES
1516,Local 1,7702025148820,7702025148820,galletas ducales x 4 tacos,abarrotes,11700,6,GERDY DISTRIBUCIONES
1517,Local 1,7702189057327,7702189057327,Galletas Dulce Navidadx300gr,autoservicio servitodo thaliana,6200,2,COLOMBINA DISTRIBUCIONES
1518,Local 1,7702024293583,7702024293583,Galletas Dulces Nestle feliz Navidad,autoservicio servitodo thaliana,5300,3,PROGRESAR NESTLE
1519,Local 1,7702025152339,7702025152339,galletas dux caramelo salado x unidad,dulceria,1600,4,DISTRIMARCA HELADOS
1520,Local 1,7702189053329,7702189053329,Galletas Integrales Quaker,autoservicio servitodo thaliana,9600,0,COLOMBINA DISTRIBUCIONES
1521,Local 1,7702914601375,7702914601375,galletas lecherita ramo x 152 g,CATEGORIA ESTANDAR,6100,2,RAMO .
1522,Local 1,000123,000123,galletas lecheritas xunid,CATEGORIA ESTANDAR,800,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
1523,Local 1,7702024076391,7702024076391,galletas milo  x 16 paquetes,dulceria,23000,10,PROGRESAR NESTLE
1524,Local 1,7700149357081,7700149357081,Galletas navideñas Buen dia 200gr,CATEGORIA ESTANDAR,4800,6,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
