id,almacen,referencia,cod_barra,producto,categoria,precio_venta,cantidad,proveedor
2135,Local 1,77087720,77087720,Levapan esencia de canela,abarrotes,4800,47,DISTRIALDANA .
2136,Local 1,77093677,77093677,levapan esencia sabor a banano x 60 ml,abarrotes,4600,1,MD DISTRIBUCIONES
2137,Local 1,77066800,77066800,levapan esencia sabor a vainilla caramelo x 60 ml,abarrotes,4600,2,MD DISTRIBUCIONES
2138,Local 1,7702014000252,7702014000252,levapan levadura activa seca x 7 g,abarrotes,1500,6,MD DISTRIBUCIONES
2139,Local 1,7702014592030,7702014592030,levapan polvo para hornear x 20 g,abarrotes,2200,14,MD DISTRIBUCIONES
2140,Local 1,303,303,liberal x 4,dulceria,2500,90,ALVARO MUÑOZ
2141,Local 1,7702354953966,7702354953966,like  citrus sabor a vodka y limon x 300 ml,bebidas,3500,6,ALVARO MUÑOZ
2142,Local 1,7702354957407,7702354957407,like blueberry sabor a mora azul x 300 ml,aseo,3500,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2143,Local 1,7702354953959,7702354953959,like fresh apple sabor a manzana verde x 300 ml,aseo,3500,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2144,Local 1,7702354954000,7702354954000,like fusion sabor a frutos rojos x 300 ml,bebidas,3500,6,ALVARO MUÑOZ
2145,Local 1,214,214,lima de uñas x unidad pequeña,abarrotes,1000,11,DISTRIHOGAR B.B
2146,Local 1,7702914601382,7702914601382,limoncitas 8 unidades x 152 g,CATEGORIA ESTANDAR,6100,5,COLOMBINA DISTRIBUCIONES
2147,Local 1,7702210002036,7702210002036,limpia hornos y asadores x 280 g,aseo,8000,12,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2148,Local 1,7703812006729,7703812006729,Limpia Pisos blancox Lavanda x900ML,aseo,8300,2,DISTRIMARIO SAS
2149,Local 1,7703812006903,7703812006903,Limpia pisos BLancox x450ML Rosas&Jazmin,aseo,4000,2,DISTRIMARIO SAS
2150,Local 1,7703812006897,7703812006897,Limpia Pisos Blancox x900Ml,aseo,8300,2,DISTRIMARIO SAS
2151,Local 1,7702037567978,7702037567978,Limpia ya 7 1/2,CATEGORIA ESTANDAR,5000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2152,Local 1,7702037567916,7702037567916,Limpia ya 7/2,CATEGORIA ESTANDAR,5000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2153,Local 1,7702037567930,7702037567930,Limpia ya 8 1/2,CATEGORIA ESTANDAR,5000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2154,Local 1,7702037567992,7702037567992,Limpia ya 8 1/2,CATEGORIA ESTANDAR,5000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2155,Local 1,7702480002415,7702480002415,limpiador de tenis bowy,aseo,7300,1,DISTRIMARIO SAS
2156,Local 1,7702354951665,7702354951665,limpiapisos aromax - frutos rojos x 180 ml,aseo,2000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2157,Local 1,7702354950378,7702354950378,limpiapisos aromax - lavanda x 180 ml,aseo,2000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2158,Local 1,7702354953249,7702354953249,limpiapisos aromax - manzana verde x 180 ml,aseo,2000,20,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2159,Local 1,7702354951658,7702354951658,limpiapisos aromax-frutos rojos x 500 ml,aseo,5000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2160,Local 1,7702354950385,7702354950385,limpiapisos aromax-lavanda x 500 ml,aseo,5000,19,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2161,Local 1,7702354953232,7702354953232,limpiapisos aromax-manzana verde x 500 ml,aseo,5000,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2162,Local 1,7707271389386,7707271389386,Limpiapisos lavanda victory,aseo,3000,98,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2163,Local 1,7702137636864,7702137636864,Limpido 3.8,aseo,17800,99,TECNOVENTAS DISTRIBUCIONES
2164,Local 1,7702213183527,7702213183527,LIMPIDO 930ML,CATEGORIA ESTANDAR,4900,92,TECNOVENTAS DISTRIBUCIONES
2165,Local 1,7702213366111,7702213366111,LIMPIDO CLOROX 930ML,aseo,5700,47,TECNOVENTAS DISTRIBUCIONES
2166,Local 1,7702137629569,7702137629569,Limpido ropa Color x450ml,aseo,3700,7,TECNOVENTAS DISTRIBUCIONES
2167,Local 1,7702137415575,7702137415575,Limpido Ropa color x930ml,aseo,9700,1,TECNOVENTAS DISTRIBUCIONES
2168,Local 1,7702137630206,7702137630206,LIMPIDO X1.8L,CATEGORIA ESTANDAR,8600,98,TECNOVENTAS DISTRIBUCIONES
2169,Local 1,251,251,limpion,aseo,3000,14,ALVARO MUÑOZ
2170,Local 1,98,98,linaza la negra,abarrotes,1000,11,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2171,Local 1,7707145301551,7707145301551,linaza molida 300 gr,medicamentos,8800,2,TECNOVENTAS DISTRIBUCIONES
2172,Local 1,7702035432117,7702035432117,LISTERINE FRECURA INTENSA X180ML,CATEGORIA ESTANDAR,12000,20,TECNOVENTAS DISTRIBUCIONES
2173,Local 1,7702035432339,7702035432339,Listerine x500,aseo,22000,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2174,Local 1,239,239,lokiño individual,dulceria,100,20,COLOMBINA DISTRIBUCIONES
2175,Local 1,7702993030073,7702993030073,lokiño masticable x 100 und,CATEGORIA ESTANDAR,9700,9,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2176,Local 1,7702993046418,7702993046418,Lokiño minis,CATEGORIA ESTANDAR,1100,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2177,Local 1,7702432360488,7702432360488,Lolirta chocolate negro,CATEGORIA ESTANDAR,2300,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2178,Local 1,7702432473560,7702432473560,Lolita chocolate,CATEGORIA ESTANDAR,2300,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2179,Local 1,7702432470064,7702432470064,Lolita x5,CATEGORIA ESTANDAR,10500,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2180,Local 1,7709284082810,7709284082810,Lomja Bocadillo x250,dulceria,2600,998,GLOFER DISTRIBUCIONES
2181,Local 1,7702439107376,7702439107376,lomos de atun en aceite bary  x 160 g,CATEGORIA ESTANDAR,6800,4,InterPOS
2182,Local 1,7861073930365,7861073930365,Lomotil,medicamentos,1000,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2183,Local 1,7709963564217,7709963564217,LONJA BOCADILLO X 400GR,CATEGORIA ESTANDAR,3500,6,ALPINA .
2184,Local 1,7709336462836,7709336462836,LONJA BOCADILLO X 500GR,CATEGORIA ESTANDAR,3700,101,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2185,Local 1,7709963564279,7709963564279,Lonja bocadillo x300gr,dulceria,3000,7,GLOFER DISTRIBUCIONES
2186,Local 1,7703247621450,7703247621450,lonja combinada la monita x200g,CATEGORIA ESTANDAR,1900,2,BIMBO DISTRIVENTAS DEL SUR
2187,Local 1,7709365361414,7709365361414,lonja de bocadillo combinada x 300 g,CATEGORIA ESTANDAR,4800,2,BIMBO DISTRIVENTAS DEL SUR
2188,Local 1,7709336462805,7709336462805,lonja de bocadillo de guallaba x 280g,CATEGORIA ESTANDAR,2900,2,GUADALUPE ARDICOLL
2189,Local 1,7709336462881,7709336462881,lonja de bocadillo de guallaba x 500 g,CATEGORIA ESTANDAR,4100,2,GUADALUPE ARDICOLL
2190,Local 1,7703247662330,7703247662330,Lonja roja la monita x200g,CATEGORIA ESTANDAR,1900,2,BIMBO DISTRIVENTAS DEL SUR
2191,Local 1,7703247454799,7703247454799,Lonja Roja La Monita x300g,CATEGORIA ESTANDAR,2800,2,GLOFER DISTRIBUCIONES
2192,Local 1,7703038961512,7703038961512,loratadina 10 mg,medicamentos,400,22,DISTRIVENTAS DEL HUILA
2193,Local 1,7702354958190,7702354958190,los cuates limon x 269 ml,bebidas,4000,16,InterPOS
2194,Local 1,7702354958688,7702354958688,los cuates mango x 473 ml,bebidas,5800,5,InterPOS
2195,Local 1,7702354958206,7702354958206,los cuates sabor a mango x 269 ml,bebidas,4000,8,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2196,Local 1,7702354958213,7702354958213,los cuates sabor a margarita fresa x 269 ml,bebidas,4000,8,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2197,Local 1,7703812400275,7703812400275,Loza crem aloe y rosas 720,CATEGORIA ESTANDAR,8500,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2198,Local 1,7703812405515,7703812405515,Loza crem coco 150g,CATEGORIA ESTANDAR,2000,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2199,Local 1,7703812412209,7703812412209,Loza crem disco limon,aseo,1400,86,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2200,Local 1,7703812411943,7703812411943,loza crem liquido - deluxe con colageno x 850 ml,aseo,15700,1,DISTRIMARIO SAS
2201,Local 1,7703812010573,7703812010573,loza crem liquido - limon y aloe x 850 ml,aseo,16300,99,DISTRIMARIO SAS
2202,Local 1,7703812003988,7703812003988,loza crem liquido -aloe y rosas x 850 g,aseo,16100,2,DISTRIMARIO SAS
2203,Local 1,7703812402514,7703812402514,loza crem liquido -coco x 850 ml,aseo,15800,2,DISTRIMARIO SAS
2204,Local 1,7703812411844,7703812411844,loza crem liquido con vitamina E y glicerina x 200 ml,aseo,2600,3,DISTRIMARIO SAS
2205,Local 1,7703812415026,7703812415026,loza crem liquido limon y aloe x 360 ml,aseo,4000,3,ALPINA .
2206,Local 1,7703812400268,7703812400268,loza crem liquido- limon y aloe x 720 ml,aseo,9200,3,DISTRIMARIO SAS
2207,Local 1,7703812400244,7703812400244,loza crem liquido-limon y aloe x 1.5 l,aseo,14500,9,DISTRIMARIO SAS
2208,Local 1,7703812003193,7703812003193,lozacrem aloe y rosas x 250 g,aseo,3000,106,DISTRIMARIO SAS
2209,Local 1,7703812003209,7703812003209,lozacrem aloe y rosas x 450 g,aseo,6200,96,DISTRIMARIO SAS
2210,Local 1,7703812003797,7703812003797,lozacrem avena y aloe,aseo,3000,5,DISTRIMARIO SAS
2211,Local 1,7703812003773,7703812003773,lozacrem avena y aloe x 450 g,aseo,6200,9,DISTRIMARIO SAS
2212,Local 1,7703812014458,7703812014458,lozacrem blancox  200 ml limon y aloe,aseo,2400,990,
2213,Local 1,7703812411868,7703812411868,lozacrem con vitamina E y gliserina x 400 ml,aseo,11200,0,DISTRIMARIO SAS
2214,Local 1,7703812405539,7703812405539,lozacrem lava loza aloe y rosas x 850 g,aseo,10400,10,DISTRIMARIO SAS
2215,Local 1,7703812044264,7703812044264,lozacrem lava loza crema aloe y rosas x 150 g,aseo,2000,107,DISTRIMARIO SAS
2216,Local 1,7703812044257,7703812044257,lozacrem lava loza crema avena y aloe x 150 g,aseo,2000,26,DISTRIMARIO SAS
2217,Local 1,7703812044240,7703812044240,lozacrem lava loza crema limon y aloe x 150 g,aseo,2000,99,DISTRIMARIO SAS
2218,Local 1,7703812010566,7703812010566,lozacrem lava loza crema limon y aloe x 250 g,aseo,3000,97,DISTRIMARIO SAS
2219,Local 1,7703812405553,7703812405553,lozacrem lava loza crema limon y aloe x 850 g,aseo,11500,9,DISTRIMARIO SAS
2220,Local 1,7703812405577,7703812405577,lozacrem lavaloza avena y aloe x 850 g,aseo,10300,1,DISTRIMARIO SAS
2221,Local 1,7703812402569,7703812402569,lozacrem lavaloza coco x 450 g,aseo,6200,2,DISTRIMARIO SAS
2222,Local 1,7703812010610,7703812010610,lozacrem lavaloza limon y aloe x 450 g,aseo,6200,3,DISTRIMARIO SAS
2223,Local 1,7703812400404,7703812400404,lozacrem lavaloza liquido limon y aloe 720 ml,aseo,16500,6,INVERSIONES GUTIERREZ EQCO
2224,Local 1,7703812010603,7703812010603,lozacrem limon y aloe x 400 ml,aseo,10200,1,DISTRIMARIO SAS
2225,Local 1,7703812400398,7703812400398,lozacrem liquido limon y aloe 1.5 ltros,aseo,29000,2,DISTRIMARIO SAS
2226,Local 1,7703812400411,7703812400411,lozacren liquido lavaloza aloe y rosas 720 ml,aseo,15500,1,DISTRIMARIO SAS
2227,Local 1,7702088217556,7702088217556,Lukafe intenso 40gr,abarrotes,2300,89,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2228,Local 1,7702088103293,7702088103293,luker choco express sin azucar x 120 g,abarrotes,12700,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2229,Local 1,7702088215484,7702088215484,luker clavos y canela sin azucar x 112 g,abarrotes,10500,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2230,Local 1,7702088219741,7702088219741,Luker Cocoa Premium 200g,autoservicio servitodo thaliana,11500,0,MD DISTRIBUCIONES
2231,Local 1,7702088215507,7702088215507,luker tradicional x 112 g,abarrotes,11100,4,MD DISTRIBUCIONES
2232,Local 1,7707133075488,7707133075488,Lulo hit 1L,bebidas,4000,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2233,Local 1,7702024226604,7702024226604,Maggi Sazonatodo Adoba,autoservicio servitodo thaliana,2000,10,PROGRESAR NESTLE
2234,Local 1,7702024309154,7702024309154,Maggi Sazonatodo con color,autoservicio servitodo thaliana,2200,11,PROGRESAR NESTLE
2235,Local 1,7709998266889,7709998266889,Magic clean,aseo,800,93,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2236,Local 1,7707933144025,7707933144025,Maiz 500g,CATEGORIA ESTANDAR,7200,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2237,Local 1,7700019002509,7700019002509,MAIZ DULCE,CATEGORIA ESTANDAR,7000,1,ALPINA .
2238,Local 1,7701101360576,7701101360576,Maiz dulce 415 Zenu,CATEGORIA ESTANDAR,10000,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2239,Local 1,7707933144797,7707933144797,Maiz dulce frozen fields,CATEGORIA ESTANDAR,12600,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2240,Local 1,7707296931270,7707296931270,Maiz dulce lido chef,abarrotes,5200,93,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2241,Local 1,7704097537823,7704097537823,maiz dulce ricongelisto x 500 g,frutas y verduras,5500,101,DISTRIALDANA .
2242,Local 1,890,890,Maiz Partido kl,CATEGORIA ESTANDAR,2400,25,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2243,Local 1,64,64,maiz pergamino x arroba,abarrotes,26000,84,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2244,Local 1,61,61,maiz pergamino x kilo,abarrotes,2200,648,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2245,Local 1,62,62,maiz pergamino x media arroba,abarrotes,13000,84,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2246,Local 1,7702910354244,7702910354244,maiz pira la soberana x 460 g,abarrotes,2500,18,DISTRIMARIO SAS
2247,Local 1,745853440596,745853440596,maiz trillado san jorge x 900 g,abarrotes,3000,951,DISTRIMARIO SAS
2248,Local 1,7702047003497,7702047003497,MAIZENA  FECULA CAJA X 380G,CATEGORIA ESTANDAR,14300,2,UNIMASIVOS .
2249,Local 1,7702047141328,7702047141328,Maizena 450gr,autoservicio servitodo thaliana,14800,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2250,Local 1,7702047037645,7702047037645,Maizena Buñuelos,CATEGORIA ESTANDAR,10000,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2251,Local 1,7702047040034,7702047040034,maizena colada sabor a arequipe x 28 g,abarrotes,1800,2,DISTRIMARIO SAS
2252,Local 1,7702047040041,7702047040041,maizena colada sabor a fresa x 28 g,abarrotes,1800,4,DISTRIMARIO SAS
2253,Local 1,7702047141236,7702047141236,maizena colada sabor a manzana canela x 28 g,abarrotes,1800,14,UNIMASIVOS .
2254,Local 1,7702047040058,7702047040058,maizena colada sabor a vainilla x 28 g,abarrotes,2000,91,DISTRIMARIO SAS
2255,Local 1,7702047005095,7702047005095,Maizena Natilla Arequipe,CATEGORIA ESTANDAR,10000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2256,Local 1,7702047005248,7702047005248,Maizena Natilla coco,CATEGORIA ESTANDAR,10000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2257,Local 1,7702047037652,7702047037652,Maizena Natilla tradicional,CATEGORIA ESTANDAR,10000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2258,Local 1,7702047140697,7702047140697,Maizena Natilla Tres leche,CATEGORIA ESTANDAR,10000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2259,Local 1,7702047003466,7702047003466,maizena pura fecula de maiz x 9 g,abarrotes,4000,6,DISTRIMARIO SAS
2260,Local 1,7702914599443,7702914599443,maizitos limon x 45 g,CATEGORIA ESTANDAR,2200,104,RAMO .
2261,Local 1,7702914599436,7702914599436,maizitos natural x 45 g,CATEGORIA ESTANDAR,2200,87,RAMO .
2262,Local 1,7702914604147,7702914604147,Maizitos tomate 215g,CATEGORIA ESTANDAR,7800,1010,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2263,Local 1,7702914604130,7702914604130,maizitos tomate x 45 g,dulceria,2200,12,RAMO .
2264,Local 1,7702005600317,7702005600317,Malboro,CATEGORIA ESTANDAR,8500,39,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2265,Local 1,7702005030503,7702005030503,Malboro Mustang,CATEGORIA ESTANDAR,6000,8,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2266,Local 1,7702189058003,7702189058003,Mamut 11g,dulceria,600,61,BIMBO DISTRIVENTAS DEL SUR
2267,Local 1,7702189057983,7702189057983,Mamut blanco,dulceria,600,11,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2268,Local 1,705326076908,7705326076908,manchitas bimbo x 45 g,dulceria,2800,11,BIMBO DISTRIVENTAS DEL SUR
2269,Local 1,7707133075464,7707133075464,Mango hit 1l pet,bebidas,4000,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2270,Local 1,474544,4745454,Mangoos bombom x und,dulceria,300,63,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2271,Local 1,7702174085304,7702174085304,Mangoos x48,dulceria,10600,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2272,Local 1,7702007065565,7702007065565,Mani con Sal La Especial x180g,CATEGORIA ESTANDAR,6700,10,GERDY DISTRIBUCIONES
2273,Local 1,7702189059437,7702189059437,Mani Frito Lay Fucsia,autoservicio servitodo thaliana,2800,6,MARGARITA DISTRIBUCIONES CUEVAS
2274,Local 1,7702189059451,7702189059451,Mani Frito lay Verde,CATEGORIA ESTANDAR,2800,1,MARGARITA DISTRIBUCIONES CUEVAS
2275,Local 1,7702007062588,7702007062588,Mani Kraks,CATEGORIA ESTANDAR,1500,44,GERDY DISTRIBUCIONES
2276,Local 1,7702007059892,7702007059892,mani la especial limon pimienta x 40 g,CATEGORIA ESTANDAR,2900,5,GERDY DISTRIBUCIONES
2277,Local 1,7702007073454,7702007073454,mani la especial mix yogurtx 35 gr,abarrotes,3000,44,COLOMBINA DISTRIBUCIONES
2278,Local 1,7702007083248,7702007083248,Mani la especial sal,CATEGORIA ESTANDAR,2300,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2279,Local 1,7702007063899,7702007063899,mani la especial x 40 g,CATEGORIA ESTANDAR,3400,32,GERDY DISTRIBUCIONES
2280,Local 1,102,102,mani la negra,abarrotes,1000,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2281,Local 1,7702007083538,7702007083538,MANI MIX PASAS LA ESPECIAL X35G,CATEGORIA ESTANDAR,2300,10,GERDY DISTRIBUCIONES
2282,Local 1,7702189058515,7702189058515,Mani moto,abarrotes,1800,38,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2283,Local 1,7702189056184,7702189056184,Mani Moto Cronch 170g,autoservicio servitodo thaliana,5000,2,MARGARITA DISTRIBUCIONES CUEVAS
2284,Local 1,7702007082968,7702007082968,manicero especial  x 21 g,CATEGORIA ESTANDAR,1200,16,GERDY DISTRIBUCIONES
2285,Local 1,7702007082999,7702007082999,Manicero la especial aranda mix,autoservicio servitodo thaliana,1700,102,GERDY DISTRIBUCIONES
2286,Local 1,7709880458903,7709880458903,Manjar Blanco 930g,dulceria,10200,0,DISTRIMARCA HELADOS
2287,Local 1,7709961677544,7709961677544,Manjar blanco dule 250g,CATEGORIA ESTANDAR,4200,45,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2288,Local 1,7708757436396,7708757436396,mantecada x 80 g,CATEGORIA ESTANDAR,1600,20,COMESTIBLES LABOYANA
2289,Local 1,7702141708137,7702141708137,mantequilla claro x 125 g,abarrotes,1900,4,MD DISTRIBUCIONES
2290,Local 1,7702161003007,7702161003007,Mantequilla la fina 500gr,CATEGORIA ESTANDAR,9000,6,GRADEZCO LTDA .
2291,Local 1,147,147,mantequilla reempacada x libra,abarrotes,2500,93,ALVARO MUÑOZ
2292,Local 1,7702090001563770,2090001563,manzana postobon 1.5 l,bebidas,4500,0,InterPOS
2293,Local 1,7702090003383,7702090003383,manzana postobon 1.75 lts,bebidas,4500,16,POSTOBON .
2294,Local 1,7702090031928,7702090031928,Manzana postobon 400,bebidas,2800,997,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2295,Local 1,7702090036923,7702090036923,manzana postobon x 1 litro,bebidas,3500,998,BAVARIA DISTRIBUCIONES
2296,Local 1,7702090001563,7702090001563,manzana postobon x 1.5 L,bebidas,4500,982,BAVARIA DISTRIBUCIONES
2297,Local 1,7702090072846,7702090072846,manzana postobon x 250 ml,bebidas,1000,961,InterPOS
2298,Local 1,7702090002881,7702090002881,manzana postobon x 3.125 litros,bebidas,7000,983,BAVARIA DISTRIBUCIONES
2299,Local 1,7702090000122,7702090000122,manzana postobon x 500 ml,bebidas,2500,12,InterPOS
2300,Local 1,11447788,11447788,Manzanas y peras,CATEGORIA ESTANDAR,0,18,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2301,Local 1,132131,21244,Marcador permanente doricolor,papeleria,1600,100,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2302,Local 1,123654456123,123456654123,Mareol,CATEGORIA ESTANDAR,1000,22,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2303,Local 1,7702189051110,7702189051110,Margarita Alitas bbq,CATEGORIA ESTANDAR,3000,97,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2304,Local 1,7702189060365,7702189060365,Margarita francesitas,autoservicio servitodo thaliana,2800,65,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2305,Local 1,7702189053794,7702189053794,margarita limon x 105 g,abarrotes,7700,13,DISTRIMARIO SAS
2306,Local 1,7702189053831,7702189053831,Margarita mayonesa 105g,CATEGORIA ESTANDAR,7200,0,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2307,Local 1,7702189053787,7702189053787,margarita natural x 105 g,autoservicio servitodo thaliana,7700,99,MARGARITA DISTRIBUCIONES CUEVAS
2308,Local 1,7702189059918,7702189059918,margarita ondulada chorizo limon x 36 g,abarrotes,2600,7,MARGARITA DISTRIBUCIONES CUEVAS
2309,Local 1,7702189053848,7702189053848,margarita ondulada tomate x 105 g,abarrotes,7700,0,MARGARITA DISTRIBUCIONES CUEVAS
2310,Local 1,7702189058614,7702189058614,margarita onduladas flamin hot 35 gr,CATEGORIA ESTANDAR,2500,-4,MARGARITA DISTRIBUCIONES CUEVAS
2311,Local 1,7702189053770,7702189053770,margarita papas de pollo 105 gr,abarrotes,7700,106,MARGARITA DISTRIBUCIONES CUEVAS
2312,Local 1,7702005628960,7702005628960,marlboro fucsia medio,abarrotes,8000,10,ALVARO MUÑOZ
2313,Local 1,126,126,marlboro fucsia x unidad,abarrotes,1000,65,ALVARO MUÑOZ
2314,Local 1,7500435246125,7500435246125,Mascarilla esences argan,aseo,1500,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2315,Local 1,6925925903103,6925925903103,Masmelo Navideño Reno x50g,autoservicio servitodo thaliana,3600,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2316,Local 1,7506060937025,7506060937025,Masmelos Bota Navideña x50g,autoservicio servitodo thaliana,3600,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2317,Local 1,7453010015787,7453010015787,matrix,aseo,1000,37,DISTRIHOGAR B.B
2318,Local 1,7702011121448,7702011121448,max combi caramelo blanco chewy candy x 100 unidades,CATEGORIA ESTANDAR,9300,8,COLOMBINA DISTRIBUCIONES
2319,Local 1,7702011121455,7702011121455,max combi caramelo blando  chewy candy x 50 unidades,dulceria,5000,98,COLOMBINA DISTRIBUCIONES
2320,Local 1,7702011164025,7702011164025,max combi x 110 und,dulceria,9200,98,COLOMBINA DISTRIBUCIONES
2321,Local 1,1578,7702011028761,Max Fruti acidas,CATEGORIA ESTANDAR,9500,98,COLOMBINA DISTRIBUCIONES
2322,Local 1,7705518010383,7705518010383,maxi cola 400 ml,bebidas,1700,24,ALPINA .
2323,Local 1,7705518132870,7705518132870,maxi limon,bebidas,1700,22,ALPINA .
2324,Local 1,7705518010673,7705518010673,maxi piña 400 ml,bebidas,1700,22,ALPINA .
2325,Local 1,7705518010390,7705518010390,maxicola manzana 400 ml,bebidas,1700,22,ALPINA .
2326,Local 1,7705518010369,7705518010369,maxicola naranja 400 ml,bebidas,1700,21,ALPINA .
2327,Local 1,7702047141014,7702047141014,Mayonesa 80g,CATEGORIA ESTANDAR,1800,98,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2328,Local 1,7702097037497,7702097037497,Mayonesa constancia 1000gr,CATEGORIA ESTANDAR,20000,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2329,Local 1,7702047194683,7702047194683,Mayonesa fruco 120g,abarrotes,2500,88,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2330,Local 1,7702047038772,7702047038772,mayonesa fruco x 380 g,abarrotes,12600,100,UNIMASIVOS .
2331,Local 1,7709973734013,7709973734013,Mechera,CATEGORIA ESTANDAR,700,34,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2332,Local 1,129,129,mechera,papeleria,1000,5,DISTRIHOGAR B.B
2333,Local 1,7702436481165,7702436481165,Mechera Bic mini,CATEGORIA ESTANDAR,2500,83,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2334,Local 1,6920316600074,6920316600074,Mechera con linterna,CATEGORIA ESTANDAR,1000,29,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2335,Local 1,6943981501019,6943981501019,MECHERA LINTERNA GLOBAL DURALIGHT,CATEGORIA ESTANDAR,1000,50,GRADEZCO LTDA .
2336,Local 1,6739225235839,6739225235839,mechera meteoro,aseo,1000,14,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2337,Local 1,7709632748702,7709632748702,Mechera meteroro,CATEGORIA ESTANDAR,1000,50,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
